Component,Origin,License,Copyright
logrus,github.com/sirupsen/logrus,MIT,Copyright (c) 2014 Simon Eskildsen
dd-trace-go,gopkg.in/DataDog/dd-trace-go.v1,Apache-2.0,"Copyright (c) 2016-Present, Datadog <info@datadoghq.com>"
mock,github.com/golang/mock,Apache-2.0,Copyright 2022 Google LLC
go-grpc-middleware,github.com/grpc-ecosystem/go-grpc-middleware,Apache-2.0,Copyright (c) The go-grpc-middleware Authors
errors,github.com/pkg/errors,BSD-2-Clause,"Copyright (c) 2015, Dave Cheney <dave@cheney.net>"
zap,go.uber.org/zap,MIT,"Copyright (c) 2016-2017 Uber Technologies, Inc."
grpc,google.golang.org/grpc,Apache-2.0,Copyright 2023 gRPC authors
testify,github.com/stretchr/testify,MIT,"Copyright (c) 2012-2020 Mat Ryer, Tyler Bunnell and contributors"
otelgrpc,go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc,Apache-2.0,Copyright The OpenTelemetry Authors
otelhttp,go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,Apache-2.0,Copyright The OpenTelemetry Authors
otel-runtime,go.opentelemetry.io/contrib/instrumentation/runtime,Apache-2.0,Copyright The OpenTelemetry Authors
otel,go.opentelemetry.io/otel,Apache-2.0,Copyright The OpenTelemetry Authors
otlpmetricgrpc,go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetricgrpc,Apache-2.0,Copyright The OpenTelemetry Authors
otlptracegrpc,go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc,Apache-2.0,Copyright The OpenTelemetry Authors
otel-metric,go.opentelemetry.io/otel/metric,Apache-2.0,Copyright The OpenTelemetry Authors
otel-sdk,go.opentelemetry.io/otel/sdk,Apache-2.0,Copyright The OpenTelemetry Authors
otel-sdk-metric,go.opentelemetry.io/otel/sdk/metric,Apache-2.0,Copyright The OpenTelemetry Authors
otel-trace,go.opentelemetry.io/otel/trace,Apache-2.0,Copyright The OpenTelemetry Authors
protobuf,google.golang.org/protobuf,BSD-3-Clause,Copyright (c) 2018 The Go Authors
sarama,github.com/Shopify/sarama,MIT,"Copyright (c) 2013 Shopify, Copyright (c) 2023 IBM Corporation"
otelsarama,go.opentelemetry.io/contrib/instrumentation/github.com/Shopify/sarama/otelsarama,Apache-2.0,Copyright The OpenTelemetry Authors
go-redis,github.com/go-redis/redis/v8,BSD-2-Clause,Copyright (c) 2013 The github.com/redis/go-redis Authors
go-redis-otel,github.com/redis/go-redis/extra/redisotel/v9,BSD-2-Clause,Copyright (c) 2013 The github.com/go-redis/redis Authors
stdoutmetric,go.opentelemetry.io/otel/exporters/stdout/stdoutmetric,Apache-2.0,Copyright The OpenTelemetry Authors
opencensus,go.opencensus.io,Apache-2.0,"Copyright 2019, OpenCensus Authors"
opencensus-bridge,go.opentelemetry.io/otel/bridge/opencensus,Apache-2.0,Copyright The OpenTelemetry Authors

spring-boot-starter-web,org.springframework.boot,Apache-2.0,
spring-boot-starter-test,org.springframework.boot,Apache-2.0,
jedis,redis.clients,MIT,
logstash-logback-encoder,net.logstash.logback,Apache-2.0,
logback-classic,ch.qos.logback,EPL-1.0,
logback-core,ch.qos.logback,EPL-1.0,
sl4j-api,org.slf4j,MIT,
kafka-clients,org.apache.kafka,Apache-2.0,
opentracing-api,io.opentracing,Apache-2.0,
opentracing-util,io.opentracing,Apache-2.0,
opentelemetry-api,io.opentelemetry,Apache-2.0,Copyright The OpenTelemetry Authors
opentelemetry-sdk,io.opentelemetry,Apache-2.0,Copyright The OpenTelemetry Authors
